office,district,candidate,party,reporting_level,jurisdiction,votes,vacancy
Treasurer of State,,UNDER VOTES,,county,Boone,0,False
Treasurer of State,,SCATTERING,,county,Boone,38,False
Treasurer of State,,TOTAL,,county,Boone,7292,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Bremer,6630,False
Treasurer of State,,OVER VOTES,,county,Bremer,0,False
Treasurer of State,,UNDER VOTES,,county,Bremer,3002,False
Treasurer of State,,SCATTERING,,county,Bremer,42,False
Treasurer of State,,TOTAL,,county,Bremer,9674,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Buchanan,6131,False
Treasurer of State,,OVER VOTES,,county,Buchanan,0,False
Treasurer of State,,UNDER VOTES,,county,Buchanan,1928,False
Treasurer of State,,SCATTERING,,county,Buchanan,21,False
Treasurer of State,,TOTAL,,county,Buchanan,8080,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Buena Vista,4359,False
Treasurer of State,,OVER VOTES,,county,Buena Vista,0,False
Treasurer of State,,UNDER VOTES,,county,Buena Vista,2047,False
Treasurer of State,,SCATTERING,,county,Buena Vista,30,False
Treasurer of State,,TOTAL,,county,Buena Vista,6436,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Butler,3783,False
Treasurer of State,,OVER VOTES,,county,Butler,0,False
Treasurer of State,,UNDER VOTES,,county,Butler,1963,False
Treasurer of State,,SCATTERING,,county,Butler,41,False
Treasurer of State,,TOTAL,,county,Butler,5787,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Calhoun,2887,False
Treasurer of State,,OVER VOTES,,county,Calhoun,0,False
Treasurer of State,,UNDER VOTES,,county,Calhoun,1137,False
Treasurer of State,,SCATTERING,,county,Calhoun,23,False
Treasurer of State,,TOTAL,,county,Calhoun,4047,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Carrol,4877,False
Treasurer of State,,OVER VOTES,,county,Carrol,0,False
Treasurer of State,,UNDER VOTES,,county,Carrol,0,False
Treasurer of State,,SCATTERING,,county,Carrol,26,False
Treasurer of State,,TOTAL,,county,Carrol,4903,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Cass,3104,False
Treasurer of State,,OVER VOTES,,county,Cass,0,False
Treasurer of State,,UNDER VOTES,,county,Cass,1978,False
Treasurer of State,,SCATTERING,,county,Cass,15,False
Treasurer of State,,TOTAL,,county,Cass,5097,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Cedar,4875,False
Treasurer of State,,OVER VOTES,,county,Cedar,0,False
Treasurer of State,,UNDER VOTES,,county,Cedar,0,False
Treasurer of State,,SCATTERING,,county,Cedar,37,False
Treasurer of State,,TOTAL,,county,Cedar,4912,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Cerro Gordo,13045,False
Treasurer of State,,OVER VOTES,,county,Cerro Gordo,5,False
Treasurer of State,,UNDER VOTES,,county,Cerro Gordo,4169,False
Treasurer of State,,SCATTERING,,county,Cerro Gordo,79,False
Treasurer of State,,TOTAL,,county,Cerro Gordo,17298,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Cherokee,3034,False
Treasurer of State,,OVER VOTES,,county,Cherokee,0,False
Treasurer of State,,UNDER VOTES,,county,Cherokee,0,False
Treasurer of State,,SCATTERING,,county,Cherokee,14,False
Treasurer of State,,TOTAL,,county,Cherokee,3048,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Chickasaw,3932,False
Treasurer of State,,OVER VOTES,,county,Chickasaw,0,False
Treasurer of State,,UNDER VOTES,,county,Chickasaw,1017,False
Treasurer of State,,SCATTERING,,county,Chickasaw,0,False
Treasurer of State,,TOTAL,,county,Chickasaw,4949,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Clarke,2631,False
Treasurer of State,,OVER VOTES,,county,Clarke,0,False
Treasurer of State,,UNDER VOTES,,county,Clarke,788,False
Treasurer of State,,SCATTERING,,county,Clarke,14,False
Treasurer of State,,TOTAL,,county,Clarke,3433,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Clay,4037,False
Treasurer of State,,OVER VOTES,,county,Clay,0,False
Treasurer of State,,UNDER VOTES,,county,Clay,2048,False
Treasurer of State,,SCATTERING,,county,Clay,17,False
Treasurer of State,,TOTAL,,county,Clay,6102,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Clayton,4963,False
Treasurer of State,,OVER VOTES,,county,Clayton,0,False
Treasurer of State,,UNDER VOTES,,county,Clayton,0,False
Treasurer of State,,SCATTERING,,county,Clayton,11,False
Treasurer of State,,TOTAL,,county,Clayton,4974,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Clinton,12294,False
Treasurer of State,,OVER VOTES,,county,Clinton,2,False
Treasurer of State,,UNDER VOTES,,county,Clinton,4605,False
Treasurer of State,,SCATTERING,,county,Clinton,54,False
Treasurer of State,,TOTAL,,county,Clinton,16955,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Crawford,3280,False
Treasurer of State,,OVER VOTES,,county,Crawford,0,False
Treasurer of State,,UNDER VOTES,,county,Crawford,1532,False
Treasurer of State,,SCATTERING,,county,Crawford,8,False
Treasurer of State,,TOTAL,,county,Crawford,4820,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Dallas,13147,False
Treasurer of State,,OVER VOTES,,county,Dallas,1,False
Treasurer of State,,UNDER VOTES,,county,Dallas,6448,False
Treasurer of State,,SCATTERING,,county,Dallas,214,False
Treasurer of State,,TOTAL,,county,Dallas,19810,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Davis,2181,False
Treasurer of State,,OVER VOTES,,county,Davis,0,False
Treasurer of State,,UNDER VOTES,,county,Davis,0,False
Treasurer of State,,SCATTERING,,county,Davis,15,False
Treasurer of State,,TOTAL,,county,Davis,2196,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Decatur,2250,False
Treasurer of State,,OVER VOTES,,county,Decatur,0,False
Treasurer of State,,UNDER VOTES,,county,Decatur,0,False
Treasurer of State,,SCATTERING,,county,Decatur,8,False
Treasurer of State,,TOTAL,,county,Decatur,2258,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Delaware,4744,False
Treasurer of State,,OVER VOTES,,county,Delaware,0,False
Treasurer of State,,UNDER VOTES,,county,Delaware,0,False
Treasurer of State,,SCATTERING,,county,Delaware,26,False
Treasurer of State,,TOTAL,,county,Delaware,4770,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Des Moines,10470,False
Treasurer of State,,OVER VOTES,,county,Des Moines,0,False
Treasurer of State,,UNDER VOTES,,county,Des Moines,0,False
Treasurer of State,,SCATTERING,,county,Des Moines,52,False
Treasurer of State,,TOTAL,,county,Des Moines,10522,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Dickinson,4660,False
Treasurer of State,,OVER VOTES,,county,Dickinson,0,False
Treasurer of State,,UNDER VOTES,,county,Dickinson,2265,False
Treasurer of State,,SCATTERING,,county,Dickinson,25,False
Treasurer of State,,TOTAL,,county,Dickinson,6950,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Dubuque,24201,False
Treasurer of State,,OVER VOTES,,county,Dubuque,1,False
Treasurer of State,,UNDER VOTES,,county,Dubuque,9742,False
Treasurer of State,,SCATTERING,,county,Dubuque,117,False
Treasurer of State,,TOTAL,,county,Dubuque,34061,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Emmet,2249,False
Treasurer of State,,OVER VOTES,,county,Emmet,0,False
Treasurer of State,,UNDER VOTES,,county,Emmet,885,False
Treasurer of State,,SCATTERING,,county,Emmet,13,False
Treasurer of State,,TOTAL,,county,Emmet,3147,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Fayette,5763,False
Treasurer of State,,OVER VOTES,,county,Fayette,0,False
Treasurer of State,,UNDER VOTES,,county,Fayette,0,False
Treasurer of State,,SCATTERING,,county,Fayette,13,False
Treasurer of State,,TOTAL,,county,Fayette,5776,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Floyd,4788,False
Treasurer of State,,OVER VOTES,,county,Floyd,0,False
Treasurer of State,,UNDER VOTES,,county,Floyd,1425,False
Treasurer of State,,SCATTERING,,county,Floyd,22,False
Treasurer of State,,TOTAL,,county,Floyd,6235,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Franklin,2477,False
Treasurer of State,,OVER VOTES,,county,Franklin,0,False
Treasurer of State,,UNDER VOTES,,county,Franklin,0,False
Treasurer of State,,SCATTERING,,county,Franklin,11,False
Treasurer of State,,TOTAL,,county,Franklin,2488,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Fremont,1824,False
Treasurer of State,,OVER VOTES,,county,Fremont,0,False
Treasurer of State,,UNDER VOTES,,county,Fremont,0,False
Treasurer of State,,SCATTERING,,county,Fremont,10,False
Treasurer of State,,TOTAL,,county,Fremont,1834,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Greene,2560,False
Treasurer of State,,OVER VOTES,,county,Greene,0,False
Treasurer of State,,UNDER VOTES,,county,Greene,1083,False
Treasurer of State,,SCATTERING,,county,Greene,7,False
Treasurer of State,,TOTAL,,county,Greene,3650,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Grundy,2891,False
Treasurer of State,,OVER VOTES,,county,Grundy,0,False
Treasurer of State,,UNDER VOTES,,county,Grundy,2053,False
Treasurer of State,,SCATTERING,,county,Grundy,21,False
Treasurer of State,,TOTAL,,county,Grundy,4965,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Guthrie,2899,False
Treasurer of State,,OVER VOTES,,county,Guthrie,0,False
Treasurer of State,,UNDER VOTES,,county,Guthrie,0,False
Treasurer of State,,SCATTERING,,county,Guthrie,19,False
Treasurer of State,,TOTAL,,county,Guthrie,2918,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Hamilton,4596,False
Treasurer of State,,OVER VOTES,,county,Hamilton,0,False
Treasurer of State,,UNDER VOTES,,county,Hamilton,1800,False
Treasurer of State,,SCATTERING,,county,Hamilton,23,False
Treasurer of State,,TOTAL,,county,Hamilton,6419,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Hancock,2945,False
Treasurer of State,,OVER VOTES,,county,Hancock,0,False
Treasurer of State,,UNDER VOTES,,county,Hancock,1323,False
Treasurer of State,,SCATTERING,,county,Hancock,13,False
Treasurer of State,,TOTAL,,county,Hancock,4281,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Hardin,4814,False
Treasurer of State,,OVER VOTES,,county,Hardin,0,False
Treasurer of State,,UNDER VOTES,,county,Hardin,2036,False
Treasurer of State,,SCATTERING,,county,Hardin,23,False
Treasurer of State,,TOTAL,,county,Hardin,6873,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Harrison,3446,False
Treasurer of State,,OVER VOTES,,county,Harrison,0,False
Treasurer of State,,UNDER VOTES,,county,Harrison,1616,False
Treasurer of State,,SCATTERING,,county,Harrison,23,False
Treasurer of State,,TOTAL,,county,Harrison,5085,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Henry,4422,False
Treasurer of State,,OVER VOTES,,county,Henry,0,False
Treasurer of State,,UNDER VOTES,,county,Henry,2114,False
Treasurer of State,,SCATTERING,,county,Henry,27,False
Treasurer of State,,TOTAL,,county,Henry,6563,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Howard,2646,False
Treasurer of State,,OVER VOTES,,county,Howard,0,False
Treasurer of State,,UNDER VOTES,,county,Howard,750,False
Treasurer of State,,SCATTERING,,county,Howard,10,False
Treasurer of State,,TOTAL,,county,Howard,3406,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Humboldt,2661,False
Treasurer of State,,OVER VOTES,,county,Humboldt,0,False
Treasurer of State,,UNDER VOTES,,county,Humboldt,1118,False
Treasurer of State,,SCATTERING,,county,Humboldt,14,False
Treasurer of State,,TOTAL,,county,Humboldt,3793,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Ida,1506,False
Treasurer of State,,OVER VOTES,,county,Ida,1,False
Treasurer of State,,UNDER VOTES,,county,Ida,957,False
Treasurer of State,,SCATTERING,,county,Ida,11,False
Treasurer of State,,TOTAL,,county,Ida,2475,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Iowa,4344,False
Treasurer of State,,OVER VOTES,,county,Iowa,0,False
Treasurer of State,,UNDER VOTES,,county,Iowa,1978,False
Treasurer of State,,SCATTERING,,county,Iowa,28,False
Treasurer of State,,TOTAL,,county,Iowa,6350,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Jackson,5199,False
Treasurer of State,,OVER VOTES,,county,Jackson,0,False
Treasurer of State,,UNDER VOTES,,county,Jackson,0,False
Treasurer of State,,SCATTERING,,county,Jackson,9,False
Treasurer of State,,TOTAL,,county,Jackson,5208,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Jasper,10989,False
Treasurer of State,,OVER VOTES,,county,Jasper,0,False
Treasurer of State,,UNDER VOTES,,county,Jasper,0,False
Treasurer of State,,SCATTERING,,county,Jasper,95,False
Treasurer of State,,TOTAL,,county,Jasper,11084,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Jefferson,4208,False
Treasurer of State,,OVER VOTES,,county,Jefferson,0,False
Treasurer of State,,UNDER VOTES,,county,Jefferson,1907,False
Treasurer of State,,SCATTERING,,county,Jefferson,29,False
Treasurer of State,,TOTAL,,county,Jefferson,6144,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Johnson,33729,False
Treasurer of State,,OVER VOTES,,county,Johnson,2,False
Treasurer of State,,UNDER VOTES,,county,Johnson,10245,False
Treasurer of State,,SCATTERING,,county,Johnson,316,False
Treasurer of State,,TOTAL,,county,Johnson,44292,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Jones,5474,False
Treasurer of State,,OVER VOTES,,county,Jones,1,False
Treasurer of State,,UNDER VOTES,,county,Jones,1920,False
Treasurer of State,,SCATTERING,,county,Jones,37,False
Treasurer of State,,TOTAL,,county,Jones,7432,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Keokuk,2497,False
Treasurer of State,,OVER VOTES,,county,Keokuk,0,False
Treasurer of State,,UNDER VOTES,,county,Keokuk,1418,False
Treasurer of State,,SCATTERING,,county,Keokuk,7,False
Treasurer of State,,TOTAL,,county,Keokuk,3922,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Kossuth,4877,False
Treasurer of State,,OVER VOTES,,county,Kossuth,0,False
Treasurer of State,,UNDER VOTES,,county,Kossuth,1568,False
Treasurer of State,,SCATTERING,,county,Kossuth,20,False
Treasurer of State,,TOTAL,,county,Kossuth,6465,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Lee,9171,False
Treasurer of State,,OVER VOTES,,county,Lee,0,False
Treasurer of State,,UNDER VOTES,,county,Lee,2804,False
Treasurer of State,,SCATTERING,,county,Lee,63,False
Treasurer of State,,TOTAL,,county,Lee,12038,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Linn,56513,False
Treasurer of State,,OVER VOTES,,county,Linn,0,False
Treasurer of State,,UNDER VOTES,,county,Linn,0,False
Treasurer of State,,SCATTERING,,county,Linn,400,False
Treasurer of State,,TOTAL,,county,Linn,56913,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Louisa,2384,False
Treasurer of State,,OVER VOTES,,county,Louisa,0,False
Treasurer of State,,UNDER VOTES,,county,Louisa,0,False
Treasurer of State,,SCATTERING,,county,Louisa,24,False
Treasurer of State,,TOTAL,,county,Louisa,2408,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Lucas,2381,False
Treasurer of State,,OVER VOTES,,county,Lucas,0,False
Treasurer of State,,UNDER VOTES,,county,Lucas,0,False
Treasurer of State,,SCATTERING,,county,Lucas,6,False
Treasurer of State,,TOTAL,,county,Lucas,2387,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Lyon,1699,False
Treasurer of State,,OVER VOTES,,county,Lyon,0,False
Treasurer of State,,UNDER VOTES,,county,Lyon,0,False
Treasurer of State,,SCATTERING,,county,Lyon,11,False
Treasurer of State,,TOTAL,,county,Lyon,1710,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Madison,4189,False
Treasurer of State,,OVER VOTES,,county,Madison,0,False
Treasurer of State,,UNDER VOTES,,county,Madison,0,False
Treasurer of State,,SCATTERING,,county,Madison,49,False
Treasurer of State,,TOTAL,,county,Madison,4238,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Mahaska,4801,False
Treasurer of State,,OVER VOTES,,county,Mahaska,0,False
Treasurer of State,,UNDER VOTES,,county,Mahaska,0,False
Treasurer of State,,SCATTERING,,county,Mahaska,18,False
Treasurer of State,,TOTAL,,county,Mahaska,4819,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Marion,7771,False
Treasurer of State,,OVER VOTES,,county,Marion,0,False
Treasurer of State,,UNDER VOTES,,county,Marion,4524,False
Treasurer of State,,SCATTERING,,county,Marion,23,False
Treasurer of State,,TOTAL,,county,Marion,12318,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Marshall,9749,False
Treasurer of State,,OVER VOTES,,county,Marshall,3,False
Treasurer of State,,UNDER VOTES,,county,Marshall,3958,False
Treasurer of State,,SCATTERING,,county,Marshall,84,False
Treasurer of State,,TOTAL,,county,Marshall,13794,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Mills,2324,False
Treasurer of State,,OVER VOTES,,county,Mills,0,False
Treasurer of State,,UNDER VOTES,,county,Mills,1658,False
Treasurer of State,,SCATTERING,,county,Mills,35,False
Treasurer of State,,TOTAL,,county,Mills,4017,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Mitchell,2966,False
Treasurer of State,,OVER VOTES,,county,Mitchell,0,False
Treasurer of State,,UNDER VOTES,,county,Mitchell,1086,False
Treasurer of State,,SCATTERING,,county,Mitchell,7,False
Treasurer of State,,TOTAL,,county,Mitchell,4059,False
Treasurer of State,,MICHAEL L. FITZGERALD,Democrat,county,Monona,2283,False
Treasurer of State,,OVER VOTES,,county,Monona,0,False
Treasurer of State,,UNDER VOTES,,county,Monona,899,False
Treasurer of State,,SCATTERING,,county,Monona,15,False
